# path	classification	reason
tools/lib/junit/junit-platform-engine-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-engine-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-engine-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-launcher-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-launcher-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-launcher-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-runner-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-runner-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-runner-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-suite-api-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-suite-api-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-suite-api-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-testkit-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-testkit-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-testkit-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-core-3.6.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-core-3.6.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-core-3.6.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-inline-3.6.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-inline-3.6.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-inline-3.6.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-junit-jupiter-3.6.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-junit-jupiter-3.6.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/mockito-junit-jupiter-3.6.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/objenesis-3.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/opentest4j-1.2.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/opentest4j-1.2.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/opentest4j-1.2.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jython-engine.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jython.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/kernel-7.1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/lablib-checkboxtree-3.3.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/layout-7.1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/cashflow-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/crm-support-legacy-1.0.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/distribution-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/financial-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/fixed-asset-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/freight-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/hr-support-legacy-1.0.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/production-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/project-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/request-request-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/legacy/wms-support-legacy-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/log4j-1.2-api-2.17.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/log4j-api-2.17.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/log4j-core-2.17.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/logkit.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/looks-2.0.4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/mail.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/mariadb-java-client.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/miglayout-3.7.1-swing.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/mysql-connector-java-5.1.13-bin.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ooxml-schemas-1.3.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/openid/accessors-smart-2.4.8.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/openid/content-type-2.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/openid/json-smart-2.4.8.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/openid/nimbus-jose-jwt-9.22.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/openid/oauth2-oidc-sdk-9.35.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/oracle.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/org.krysalis.barcode4j_2.1.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/payflow.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/pdfa-7.1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/poi-3.17.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/poi-ooxml-3.17.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/postgresql.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/sardine-5.9-SNAPSHOT.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/slf4j-api-1.7.36.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/slf4j-simple-1.7.36.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/standard.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/HdrHistogram-2.1.9.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/aggs-matrix-stats-client-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/commons-codec-1.11.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/commons-logging-1.1.3.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/compiler-0.9.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-cli-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-core-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-geo-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-rest-client-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-rest-high-level-client-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-secure-sm-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/elasticsearch-x-content-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/hppc-0.8.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/httpasyncclient-4.1.4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/httpclient-4.5.10.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/httpcore-4.4.12.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/httpcore-nio-4.4.12.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/jackson-dataformat-cbor-2.10.4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/jackson-dataformat-smile-2.10.4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/jackson-dataformat-yaml-2.10.4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/joda-time-2.10.4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/jopt-simple-5.0.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lang-mustache-client-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-analyzers-common-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-backward-codecs-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-core-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-grouping-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-highlighter-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-join-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-memory-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-misc-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-queries-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-queryparser-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-sandbox-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-spatial-extras-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-spatial3d-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/lucene-suggest-8.6.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/mapper-extras-client-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/parent-join-client-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/rank-eval-client-7.9.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/snakeyaml-1.26.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/storefront/t-digest-3.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/swingx-1.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/telegrambots-6.0.1-jar-with-dependencies.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/testing/SuperCSV-with_src-1.52.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/testing/commons-validator-1.7-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/testing/groovy-all-2.4.15-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/testing/harness-1.0.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/testing/itextpdf-5.5.2-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/testing/spiffy-with_source-all-0.05.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/vavr-1.0.0-alpha-4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/wizard.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/xercesImpl.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/xjavadoc-1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/xml-apis-1.3.04.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/xml-apis-ext-1.3.04.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/xmlbeans-2.6.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/xmlgraphics-commons-2.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/zxing-2.3.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
wildfly/client/lib/jbossall-client-4.2.2.GA.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/Filters.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/asm.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/bsh.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/commons-el.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/commons-fileupload.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/commons-io.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/fckez.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/gmapsz.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/jruby.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/js.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/json_simple.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/jxl.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/jython.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/keylistener.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/mvel.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/ognl.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/timelinez-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/timelinez.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/timeplotz.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/xercesImpl.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zcommon-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zcommon.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zcommons-el.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zhtml-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zhtml.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zk-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zk.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zkex-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zkex.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zkmax-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zkmax.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zkplus-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zkplus.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zml-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zml.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zul-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zul.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zweb-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
zkwebui/WEB-INF/lib/zweb.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
