# path	namespace	classification	owner	disposition	closing_gate
client/src/org/compiere/apps/form/FormFrame.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VAllocation.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VAttributeGrid.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VBOMDrop.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VCharge.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VCreateFromInvoiceUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VCreateFromPanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VCreateFromRMAUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VCreateFromShipmentUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VCreateFromStatementUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VDeleteEntity.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VFactReconcile.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VFileImport.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VGenPanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VMatch.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VPayPrint.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VPaySelect.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VSetup.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VStocktake.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VTreeBOM.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VTreeMaintenance.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/form/VTrxMaterial.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/FieldAutoCompleter.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/Find.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/FindCellEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/FindValueEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/FindValueRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/Info.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/InfoBPartner.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/InfoGeneral.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/InfoInvoice.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/InfoPAttribute.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/InfoProduct.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/InfoSchedule.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/InvoiceHistory.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/PAttributeInstance.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/VSchedule.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/VSchedulePanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/search/VScheduleTimePanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/wf/WFActivity.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/wf/WFContentPanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/wf/WFIcon.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/wf/WFLine.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/wf/WFNode.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/apps/wf/WFPanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/db/CConnectionDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/db/CConnectionEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/dbPort/ConvertDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/GridController.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/RecordAccessDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VAlert.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VCreateFromDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VOnlyCurrentDays.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VPanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VPayment.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VSortTab.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VTabbedPane.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VTable.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/VTableExcelAdapter.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/ADempiereAutoCompleteDecorator.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/AutoCompleter.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/AutoCompletion.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/Calculator.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/Calendar.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/CityAutoCompleter.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/ComboSelectionManager.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/Editor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/HTMLEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/MDocDate.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/MDocNumber.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/MDocString.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/MDocTime.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VAccount.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VAccountDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VAssignment.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VAssignmentDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VBPartner.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VBinary.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VCellEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VCellRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VCheckBox.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VColor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VComboBox.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VDate.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VDocAction.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VFile.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VHeaderRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VImage.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VImageDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VLine.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VLocation.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VLocationDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VLocator.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VLocatorDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VLookup.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VLookupAutoCompleter.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VMemo.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VNumber.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VOvrCaret.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VPAttribute.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VPAttributeDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VRadioButton.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VRowIDEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VRowIDRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VString.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VText.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VTextLong.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/VURL.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/ed/ValuePreference.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/tree/AdempiereTreeModel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/tree/VTreeCellRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/tree/VTreePanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/grid/tree/VTreeTransferHandler.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/install/VTranslationDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/jr/report/JasperReportViewer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/jr/report/JasperViewer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/jr/report/SwingJRViewerProvider.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/minigrid/ButtonRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/minigrid/CheckRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/minigrid/IDColumnEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/minigrid/IDColumnRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/minigrid/MiniCellEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/minigrid/MiniTable.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/minigrid/ROCellEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/AquaTheme.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CharcoalTheme.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereButtonListener.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereButtonUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereCheckBoxMenuItemUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereCheckBoxUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereColor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereComboBoxUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereComboPopup.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereLabelUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereLookAndFeel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereMenuBarUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereMenuItemUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereMenuUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompierePanelUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereRadioButtonUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereRootPaneUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereScrollPaneUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereSplitPaneDivider.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereSplitPaneUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereTabbedPaneUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereTableHeaderUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereTextAreaUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereTheme.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereThemeBlueMetal.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereThemeEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereThemeIce.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereToggleButtonUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereToolBarUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereToolTipUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereUtils.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/CompiereViewportUI.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/ContrastTheme.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/EmeraldTheme.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/plaf/RubyTheme.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/print/AReport.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/print/CPrinter.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/print/SwingViewerProvider.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/print/Viewer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/report/core/ResultTable.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/report/core/ResultTableCellEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/report/core/ResultTableCellRenderer.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/report/core/ResultTableModel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CButton.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CCheckBox.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CCheckBoxMenuItem.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CColumnControlButton.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CComboBox.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CComboBoxEditable.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CField.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CFieldEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CFrame.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CLabel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CMenuItem.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CPanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CPassword.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CRadioButton.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CScrollPane.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CTabbedPane.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CTable.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CTextArea.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CTextField.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CTextPane.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CToggleButton.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/CollapsiblePanel.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/ColorBlind.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/ColorEditor.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/ExtendedTheme.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/FontChooser.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/ShadowBorder.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/StackedBox.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/TableCellNone.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/swing/ThemeUtils.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/util/IniDialog.java	javax.swing	java-se	client	retain	never
client/src/org/compiere/util/MiniBrowser.java	javax.swing	java-se	client	retain	never
client/src/org/eevolution/form/VBrowser.java	javax.swing	java-se	client	retain	never
client/src/org/eevolution/form/VBrowserSearch.java	javax.swing	java-se	client	retain	never
client/src/org/eevolution/form/VInOutInvoiceGen.java	javax.swing	java-se	client	retain	never
client/src/org/eevolution/grid/VBrowserCellEditor.java	javax.swing	java-se	client	retain	never
client/src/org/eevolution/grid/VBrowserTable.java	javax.swing	java-se	client	retain	never
client/src/org/spin/apps/form/VBankStatementMatch.java	javax.swing	java-se	client	retain	never
com.kkalice.adempiere.migrate/src/com/kkalice/adempiere/migrate/Gui.java	javax.swing	java-se	com.kkalice.adempiere.migrate	retain	never
com.kkalice.adempiere.migrate/src/com/kkalice/adempiere/migrate/HelpAbout.java	javax.swing	java-se	com.kkalice.adempiere.migrate	retain	never
com.kkalice.adempiere.migrate/src/com/kkalice/adempiere/migrate/HelpInfo.java	javax.swing	java-se	com.kkalice.adempiere.migrate	retain	never
install/src/org/compiere/install/ConfigurationData.java	javax.swing	java-se	install	retain	never
install/src/org/compiere/install/ConfigurationPanel.java	javax.swing	java-se	install	retain	never
install/src/org/compiere/install/KeyStoreDialog.java	javax.swing	java-se	install	retain	never
install/src/org/compiere/install/KeyStoreMgt.java	javax.swing	java-se	install	retain	never
install/src/org/compiere/install/Setup.java	javax.swing	java-se	install	retain	never
install/src/org/compiere/install/Setup_Help.java	javax.swing	java-se	install	retain	never
org.adempiere.pos/.idea/uiDesigner.xml	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/base/org/adempiere/pos/POSKeyboardFocusManager.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSActionMenu.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSActionPanel.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSApplication.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSDefaultCellEditor.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSDocumentPanel.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSInfoProduct.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSKeyPanel.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSKeyboard.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSLogin.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSLookupListCellRenderer.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSLookupProduct.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSLookupTableDirCellRenderer.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSOrderLinePanel.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSQuantityPanel.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSScalesListener.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSScalesPanel.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSSubPanel.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSTable.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSTextField.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/POSUserPinDialog.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/VCollect.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/VCollectDetail.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/VPOS.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/grid/VPOSBPartner.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/search/POSQuery.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/search/QueryBPartner.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/search/QueryDocType.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/search/QueryOrderHistory.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/test/POSClientSide.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/swing/org/adempiere/pos/test/POSClientWindow.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/zk/org/adempiere/pos/WCollect.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/zk/org/adempiere/pos/WCollectDetail.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.pos/src/main/java/ui/zk/org/adempiere/pos/search/WPOSQuery.java	javax.swing	java-se	org.adempiere.pos	retain	never
org.adempiere.webservice/.idea/uiDesigner.xml	javax.swing	java-se	org.adempiere.webservice	retain	never
org.adempiere.webservice/src/business/java/org/adempiere/webservice/business/DefaultADService.java	javax.swing	java-se	org.adempiere.webservice	retain	never
org.compiere.mobile/images/ImageFactory.java	javax.swing	java-se	org.compiere.mobile	retain	never
org.compiere.mobile/images/WebImageFactory.java	javax.swing	java-se	org.compiere.mobile	retain	never
org.eevolution.hr_and_payroll/src/main/java/base/org/spin/pr/process/PayrollProcessReport.java	javax.swing	java-se	org.eevolution.hr_and_payroll	retain	never
org.eevolution.hr_and_payroll/src/main/java/ui/swing/org/eevolution/form/VHRActionNotice.java	javax.swing	java-se	org.eevolution.hr_and_payroll	retain	never
org.eevolution.hr_and_payroll/src/main/java/ui/swing/org/eevolution/form/VHRPayPrint.java	javax.swing	java-se	org.eevolution.hr_and_payroll	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/CheckboxTree.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/CheckboxTreeCellRenderer.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/DefaultCheckboxTreeCellRenderer.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/DefaultTreeCheckingModel.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/PropagatePreservingCheckTreeCheckingMode.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/PropagatePreservingUncheckTreeCheckingMode.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/PropagateTreeCheckingMode.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/PropagateUpWhiteTreeCheckingMode.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/QuadristateButtonModel.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/QuadristateCheckbox.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/SimpleTreeCheckingMode.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/TreeCheckingEvent.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/TreeCheckingMode.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/it/cnr/imaa/essi/lablib/gui/checkboxtree/TreeCheckingModel.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/base/org/eevolution/manufacturing/model/MPPProductBOMLine.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/CAbstractBOMTree.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VCRPDetail.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VMRPDetailed.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VOrderDistributionReceipt.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VOrderPlanning.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VOrderReceiptIssue.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VPrintDocument.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VProductConfigurationBOM.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/VTreeBOM.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
org.eevolution.manufacturing/src/main/java/ui/swing/org/eevolution/form/action/PopupAction.java	javax.swing	java-se	org.eevolution.manufacturing	retain	never
